Club,Position,Starter_Name,Starter_Rating,Backup_Name,Backup_Rating,Gap
FC Nordsjælland,Midfielder,M. Damsgaard,65,M. Andersen,63,2
FC Nordsjælland,Attacker,M. Rygaard,71,G. Donyoh,67,4
FC Erzgebirge Aue,Goalkeeper,M. Männel,71,D. Haas,66,5
FC Erzgebirge Aue,Defender,C. Tiffert,70,S. Breitkreuz,69,1
FC Erzgebirge Aue,Midfielder,J. Hochscheidt,70,C. Fandrich,68,2
FC Erzgebirge Aue,Attacker,S. Bertram,67,P. Testroet,67,0
Jeonnam Dragons,Goalkeeper,Lee Ho Seung,66,Jang Dae Hee,63,3
Jeonnam Dragons,Defender,Lee Seul Chan,69,J. Donachie,67,2
Jeonnam Dragons,Midfielder,Han Chan Hee,70,V. Jugović,68,2
Jeonnam Dragons,Attacker,Macedo,68,Ha Tae Goon,68,0
Wolfsberger AC,Goalkeeper,A. Kofler,65,C. Dobnik,63,2
Wolfsberger AC,Defender,L. Schmitz,69,M. Sollbauer,66,3
Wolfsberger AC,Midfielder,M. Liendl,70,M. Ritzmaier,67,3
Wolfsberger AC,Attacker,M. Schmerböck,67,D. Orgill,64,3
Chamois Niortais Football Club,Goalkeeper,S. Allagbé,69,E. Pauchet,58,11
Chamois Niortais Football Club,Defender,C. Rivieyran,68,I. Conté,68,0
Chamois Niortais Football Club,Midfielder,G. Koyalipou,66,A. Leautey,65,1
Chamois Niortais Football Club,Attacker,A. Dona Ndoh,70,A. Dabasse,61,9
Club Deportes Temuco,Goalkeeper,J. Gamonal,68,F. Otárola,61,7
Club Deportes Temuco,Defender,T. Charles,66,N. Ramírez,66,0
Club Deportes Temuco,Midfielder,A. Ábalos,70,C. Canío,68,2
Club Deportes Temuco,Attacker,M. Donoso,67,G. Gotti,67,0
AS Nancy Lorraine,Goalkeeper,S. Chernik,69,G. Ndy Assembe,68,1
AS Nancy Lorraine,Defender,E. Seka,70,V. Muratori,69,1
AS Nancy Lorraine,Midfielder,A. Bassi,68,A. Robic,67,1
AS Nancy Lorraine,Attacker,P. Sané,69,A. Koura,67,2
Red Star FC,Goalkeeper,N. Douchez,66,P. Charruau,64,2
Red Star FC,Defender,F. Mendy,65,X. Tomas,64,1
Red Star FC,Midfielder,C. Chantôme,70,E. Bourgaud,69,1
Red Star FC,Attacker,J. Donisa,65,J. Faucher,64,1
Al Hazem,Goalkeeper,M. Asselah,67,A. Dagriri,63,4
Al Hazem,Defender,Alemão,67,A. Al Harbi,61,6
Al Hazem,Midfielder,Rodolfo,70,Y. Kalfa,70,0
Al Hazem,Attacker,G. Álvarez,64,M. Al Saiari,63,1
Pogoń Szczecin,Goalkeeper,L. Załuska,67,L. Budziłek,60,7
Pogoń Szczecin,Defender,J. Fojut,69,Ricardo Nunes,68,1
Pogoń Szczecin,Midfielder,A. Frączczak,70,S. Delev,70,0
Pogoń Szczecin,Attacker,S. Benyamina,67,A. Buksa,66,1
Charlton Athletic,Goalkeeper,D. Phillips,66,J. Steer,65,1
Charlton Athletic,Defender,J. Pearce,70,P. Bauer,70,0
Charlton Athletic,Midfielder,T. Fosu,67,J. Forster-Caskey,67,0
Charlton Athletic,Attacker,L. Taylor,67,J. Ward,67,0
Grenoble Foot 38,Goalkeeper,B. Maubleu,65,P. Camara,61,4
Grenoble Foot 38,Defender,J. Mombris,68,P. Gibaud,68,0
Grenoble Foot 38,Midfielder,R. Sanusi,68,J. Jigauri,65,3
Grenoble Foot 38,Attacker,A. El Jadeyaoui,70,L. Boussaha,69,1
FC Hansa Rostock,Goalkeeper,I. Gelios,62,D. Orlishausen,61,1
FC Hansa Rostock,Defender,O. Hüsing,70,J. Riedel,67,3
FC Hansa Rostock,Midfielder,M. Hilßner,66,M. Biankadi,65,1
FC Hansa Rostock,Attacker,C. Soukou,68,M. Königs,64,4
San Martin de Tucumán,Goalkeeper,J. Carranza,69,I. Arce,66,3
San Martin de Tucumán,Defender,M. Cahais,69,L. Diarte,69,0
San Martin de Tucumán,Midfielder,A. Costa,69,M. García,69,0
San Martin de Tucumán,Attacker,C. Bieler,70,F. Espíndola,69,1
Incheon United FC,Goalkeeper,Lee Tae Hee,63,Lee Jin Hyung,62,1
Incheon United FC,Defender,G. Bunoza,68,Kim Jin Ya,65,3
Incheon United FC,Midfielder,E. Aguilar,67,Han Seok Jong,65,2
Incheon United FC,Attacker,Moon Seon Min,70,S. Mugoša,70,0
Śląsk Wrocław,Goalkeeper,J. Słowik,65,J. Wrąbel,59,6
Śląsk Wrocław,Defender,P. Celeban,69,L. Broź,66,3
Śląsk Wrocław,Midfielder,R. Pich,69,Augusto,67,2
Śląsk Wrocław,Attacker,M. Robak,70,A. Piech,68,2
GFC Ajaccio,Goalkeeper,D. Oberhauser,61,M. Cassara,60,1
GFC Ajaccio,Defender,J. Palmieri,70,O. Ba,65,5
GFC Ajaccio,Midfielder,J. Marveaux,70,J. Roye,69,1
GFC Ajaccio,Attacker,J. Blayac,66,A. Boupendza,62,4
1. FC Kaiserslautern,Goalkeeper,W. Hesl,61,J. Sievers,60,1
1. FC Kaiserslautern,Defender,K. Kraus,69,A. Hainault,66,3
1. FC Kaiserslautern,Midfielder,H. Zuck,66,T. Bergmann,66,0
1. FC Kaiserslautern,Attacker,L. Spalvis,70,T. Thiele,67,3
Deportivo Pasto,Goalkeeper,N. Losada,64,V. Cabezas,60,4
Deportivo Pasto,Defender,M. Casierra,70,Alcatraz,68,2
Deportivo Pasto,Midfielder,J. Villota,69,A. Vargas,67,2
Deportivo Pasto,Attacker,D. Rodríguez,70,H. Rivero,66,4
Lincoln City,Goalkeeper,J. Vickers,65,S. Slocombe,62,3
Lincoln City,Defender,J. Shackell,70,M. Bostwick,68,2
Lincoln City,Midfielder,L. Frecklington,66,Bruno Andrade,65,1
Lincoln City,Attacker,J. Akinde,65,M. Green,62,3
Motherwell,Goalkeeper,T. Carson,70,M. Gillespie,61,9
Motherwell,Defender,P. Hartley,68,R. Tait,67,1
Motherwell,Midfielder,C. Cadden,69,A. Campbell,67,2
Motherwell,Attacker,C. Main,66,R. Bowman,64,2
Rotherham United,Goalkeeper,M. Rodák,68,L. Price,62,6
Rotherham United,Defender,R. Wood,68,S. Ajayi,68,0
Rotherham United,Midfielder,W. Vaulks,70,M. Palmer,68,2
Rotherham United,Attacker,M. Smith,67,K. Vassell,66,1
Burton Albion,Goalkeeper,S. Bywater,63,B. Collins,61,2
Burton Albion,Defender,K. McFadzean,68,B. Turner,68,0
Burton Albion,Midfielder,S. Quinn,67,J. Hesketh,67,0
Burton Albion,Attacker,L. Boyce,70,D. Cole,66,4
Wisła Płock,Goalkeeper,T. Dähne,63,M. Zapytowski,53,10
Wisła Płock,Defender,A. Uryga,66,C. Stefańczyk,62,4
Wisła Płock,Midfielder,S. Štilić,70,D. Furman,69,1
Wisła Płock,Attacker,Ricardinho,66,K. Angielski,64,2
FC Wacker Innsbruck,Goalkeeper,C. Knett,66,H. Hankić,60,6
FC Wacker Innsbruck,Defender,A. Vallci,65,S. Meusburger,63,2
FC Wacker Innsbruck,Midfielder,B. Henning,70,R. Kerschbaum,65,5
FC Wacker Innsbruck,Attacker,Z. Dedič,67,P. Eler,67,0
Peterborough United,Goalkeeper,A. Chapman,63,C. O'Malley,61,2
Peterborough United,Defender,S. Bassong,70,R. Tafazolli,67,3
Peterborough United,Midfielder,J. Walker,70,M. Maddison,70,0
Peterborough United,Attacker,I. Toney,67,M. Godden,67,0
Ascoli,Goalkeeper,F. Perucchini,66,I. Lanni,66,0
Ascoli,Defender,L. Laverone,68,R. Brosco,68,0
Ascoli,Midfielder,N. Ninković,70,M. Cavion,70,0
Ascoli,Attacker,M. Ardemagni,70,L. Rosseti,67,3
FC Zürich,Goalkeeper,Y. Brecher,68,A. Vanins,66,2
FC Zürich,Defender,K. Rüegg,68,A. Maxsø,67,1
FC Zürich,Midfielder,V. Pálsson,70,R. Rodriguez,69,1
FC Zürich,Attacker,S. Khelifi,70,B. Kololli,70,0
Fleetwood Town,Goalkeeper,A. Cairns,65,P. Jones,63,2
Fleetwood Town,Defender,C. Morgan,67,T. Spurr,66,1
Fleetwood Town,Midfielder,D. Marney,70,R. Wallace,70,0
Fleetwood Town,Attacker,C. Evans,67,A. Hunter,65,2
Padova,Goalkeeper,D. Merelli,65,S. Perisan,63,2
Padova,Defender,T. Trevisan,68,D. Capelli,68,0
Padova,Midfielder,G. Pinzi,70,N. Pulzetti,68,2
Padova,Attacker,M. Guidone,67,A. Capello,66,1
FC Sochaux-Montbéliard,Goalkeeper,M. Prévot,67,L. Zigi,59,8
FC Sochaux-Montbéliard,Defender,Rafa Navarro,70,Josema,67,3
FC Sochaux-Montbéliard,Midfielder,J. Fuchs,69,E. Owusu,66,3
FC Sochaux-Montbéliard,Attacker,P. Budkivskyi,70,Nando,68,2
SV Wehen Wiesbaden,Goalkeeper,M. Kolke,69,L. Watkowiak,62,7
SV Wehen Wiesbaden,Defender,S. Mockenhaupt,69,M. Kuhn,68,1
SV Wehen Wiesbaden,Midfielder,S. Andrist,69,M. Titsch Rivero,68,1
SV Wehen Wiesbaden,Attacker,M. Schäffler,70,S. Brandstetter,66,4
Unión La Calera,Goalkeeper,C. Gonzalez,68,L. Giovini,65,3
Unión La Calera,Defender,M. Navarrete,70,P. Alvarado,70,0
Unión La Calera,Midfielder,A. Cesped,68,A. Rodriguez,67,1
Unión La Calera,Attacker,C. Núñez,69,G. Abán,68,1
Scunthorpe United,Goalkeeper,J. Alnwick,67,M. Gilks,67,0
Scunthorpe United,Defender,C. Borthwick-Jackson,68,J. Clarke,65,3
Scunthorpe United,Midfielder,F. Ojo,70,R. Colclough,67,3
Scunthorpe United,Attacker,L. Novak,66,S. Humphrys,62,4
CD O'Higgins,Goalkeeper,M. Pinto,68,L. Ureta,56,12
CD O'Higgins,Defender,J. Fuentes,69,A. Acevedo,68,1
CD O'Higgins,Midfielder,R. Fernández,70,G. Navarrete,67,3
CD O'Higgins,Attacker,P. Calandria,69,N. Mazzola,68,1
CD Antofagasta,Goalkeeper,P. Garcés,69,F. Hurtado,64,5
CD Antofagasta,Defender,A. Barrios,68,P. Magalhães,68,0
CD Antofagasta,Midfielder,E. Bello,70,F. Flores,68,2
CD Antofagasta,Attacker,J. Duma,66,F. Ciampichetti,66,0
Plymouth Argyle,Goalkeeper,M. Macey,66,H. Burgoyne,63,3
Plymouth Argyle,Defender,S. Wootton,66,J. Riley,65,1
Plymouth Argyle,Midfielder,G. Carey,70,S. O'Keefe,65,5
Plymouth Argyle,Attacker,R. Taylor,66,F. Ladapo,63,3
Aarhus GF,Goalkeeper,Óscar Whalley,65,R. Mysak,60,5
Aarhus GF,Defender,P. Kanstrup,70,N. Backman,68,2
Aarhus GF,Midfielder,J. Stage,68,J. Ankersen,68,0
Aarhus GF,Attacker,R. Mmaee,65,M. Bundu,64,1
Lillestrøm SK,Goalkeeper,M. Marić,62,M. Igonen,61,1
Lillestrøm SK,Defender,F. Kippe,65,M. Amundsen,64,1
Lillestrøm SK,Midfielder,I. Mathew,69,D. Pedersen,65,4
Lillestrøm SK,Attacker,E. Knudtzon,68,T. Lehne Olsen,65,3
Karlsruher SC,Goalkeeper,B. Uphoff,69,S. Müller,63,6
Karlsruher SC,Defender,D. Gordon,69,D. Pisot,69,0
Karlsruher SC,Midfielder,M. Wanitzek,67,S. Sararer,67,0
Karlsruher SC,Attacker,A. Fink,69,M. Pourié,67,2
GIF Sundsvall,Goalkeeper,W. Eskelinen,65,L. Saxton,58,7
GIF Sundsvall,Defender,E. Björkander,64,D. Myrestam,64,0
GIF Sundsvall,Midfielder,Juanjo,69,David Batanero,69,0
GIF Sundsvall,Attacker,L. Hallenius,68,David Haro,66,2
FC Emmen,Goalkeeper,D. Telgenkamp,64,K. Scherpen,64,0
FC Emmen,Defender,N. Bakker,65,K. Veendorp,65,0
FC Emmen,Midfielder,C. Çavlan,67,L. Slagveer,67,0
FC Emmen,Attacker,A. Jansen,69,N. Pedersen,68,1
Barnsley,Goalkeeper,A. Davies,67,J. Walton,53,14
Barnsley,Defender,Pinillos,69,D. Cavaré,69,0
Barnsley,Midfielder,G. Moncur,68,M. Thiam,67,1
Barnsley,Attacker,K. Moore,68,C. Woodrow,65,3
Audax Italiano,Goalkeeper,J. Muñoz,63,E. Sanhueza,62,1
Audax Italiano,Defender,C. Labrín,69,M. Fernández,69,0
Audax Italiano,Midfielder,D. Bottinelli,69,I. Ledezma,68,1
Audax Italiano,Attacker,Sergio Santos,69,I. Jeraldino,68,1
V-Varen Nagasaki,Goalkeeper,T. Masuda,61,K. Tokushige,59,2
V-Varen Nagasaki,Defender,J. Buijs,69,Choi Kyu Baek,65,4
V-Varen Nagasaki,Midfielder,R. Iio,64,Y. Shimada,64,0
V-Varen Nagasaki,Attacker,Juanma,68,Jairo Morillas,67,1
Paris FC,Goalkeeper,V. Demarconnay,69,D. Ovono,65,4
Paris FC,Defender,V. Rüfli,69,R. Perraud,67,2
Paris FC,Midfielder,J. Pitroipa,68,E. Akichi,67,1
Paris FC,Attacker,D. Saint-Louis,69,L. Nomenjanahary,67,2
SpVgg Unterhaching,Goalkeeper,L. Königshofer,65,M. Gurski,60,5
SpVgg Unterhaching,Defender,M. Endres,66,M. Dombrowka,65,1
SpVgg Unterhaching,Midfielder,S. Bigalke,69,J. Müller,65,4
SpVgg Unterhaching,Attacker,S. Hain,69,D. Widemann,63,6
Hobro IK,Goalkeeper,J. Rask,64,A. Kappenberger,52,12
Hobro IK,Defender,J. Bøge,66,Y. Amankwah,65,1
Hobro IK,Midfielder,J. Brix-Damborg,69,E. Babayan,66,3
Hobro IK,Attacker,P. Kirkevold,69,Q. Antipas,68,1
De Graafschap,Goalkeeper,H. Jurjus,69,A. Etemadi,64,5
De Graafschap,Defender,S. Nieuwpoort,67,B. Straalman,66,1
De Graafschap,Midfielder,S. Nijland,67,Y. El Jebli,67,0
De Graafschap,Attacker,D. van Mieghem,69,F. Serrarens,67,2
Hokkaido Consadole Sapporo,Goalkeeper,Gu Sung Yun,66,T. Sugeno,64,2
Hokkaido Consadole Sapporo,Defender,R. Shindo,65,A. Fukumori,65,0
Hokkaido Consadole Sapporo,Midfielder,Y. Komai,69,R. Hayasaka,64,5
Hokkaido Consadole Sapporo,Attacker,K. Miyoshi,67,C. Songkrasin,67,0
Tromsø IL,Goalkeeper,G. Kongshavn,64,J. Karlstrøm,60,4
Tromsø IL,Defender,S. Wangberg,69,M. Ødegaard,66,3
Tromsø IL,Midfielder,G. Åsen,69,M. Pedersen,68,1
Tromsø IL,Attacker,M. Bakenga,64,M. Ingebrigtsen,64,0
FC Luzern,Goalkeeper,M. Salvi,69,D. Zibung,63,6
FC Luzern,Defender,O. Kakabadze,69,S. Knežević,67,2
FC Luzern,Midfielder,C. Schneuwly,69,V. Gvilia,66,3
FC Luzern,Attacker,T. Jurić,69,B. Eleke,66,3
FK Haugesund,Goalkeeper,P. Bråtveit,69,H. Sandvik,59,10
FK Haugesund,Defender,V. Skjerve,66,F. Knudsen,65,1
FK Haugesund,Midfielder,C. Grindheim,67,Bruno Leite,66,1
FK Haugesund,Attacker,I. Wadji,62,I. Koné,56,6
Zagłębie Lubin,Goalkeeper,P. Leciejewski,64,D. Hładun,63,1
Zagłębie Lubin,Defender,M. Dąbrowski,69,A. Czerwiński,67,2
Zagłębie Lubin,Midfielder,F. Starzyński,69,B. Pawłowski,68,1
Zagłębie Lubin,Attacker,P. Tuszyński,65,J. Mareš,63,2
VfR Aalen,Goalkeeper,D. Bernhardt,69,R. Husić,60,9
VfR Aalen,Defender,T. Geyer,67,R. Fennell,67,0
VfR Aalen,Midfielder,S. Traut,67,P. Funk,66,1
VfR Aalen,Attacker,M. Morys,69,M. Bär,66,3
Dundalk,Goalkeeper,G. Rogers,63,R. Treacy,53,10
Dundalk,Defender,S. Gannon,66,D. Massey,64,2
Dundalk,Midfielder,M. Duffy,69,P. McEleney,68,1
Dundalk,Attacker,P. Hoban,69,G. Kelly,58,11
Oxford United,Goalkeeper,S. Eastwood,67,J. Mitchell,64,3
Oxford United,Defender,L. Garbutt,67,T. McMahon,66,1
Oxford United,Midfielder,R. Holmes,69,J. Henry,69,0
Oxford United,Attacker,J. Mackie,66,J. Obika,66,0
Piast Gliwice,Goalkeeper,J. Szmatuła,64,F. Plach,61,3
Piast Gliwice,Defender,J. Czerwiński,69,A. Sedlar,67,2
Piast Gliwice,Midfielder,T. Jodłowiec,69,Gerard Badía,68,1
Piast Gliwice,Attacker,M. Papadopulos,66,P. Parzyszek,66,0
Ohod Club,Goalkeeper,Z. Laaroubi,66,A. Al Basisi,57,9
Ohod Club,Defender,A. Teikeu,69,E. Šipović,65,4
Ohod Club,Midfielder,T. Mohamad,66,C. Ohene,65,1
Ohod Club,Attacker,Ribamar,67,E. Sarraj,66,1
Östersunds FK,Goalkeeper,A. Keita,65,A. Andersson,63,2
Östersunds FK,Defender,T. Pettersson,68,D. Widgren,66,2
Östersunds FK,Midfielder,C. Edwards,69,S. Kroon,67,2
Östersunds FK,Attacker,H. Aiesh,69,J. Hopcutt,67,2
Vegalta Sendai,Goalkeeper,K. Seki,62,D. Schmidt,62,0
Vegalta Sendai,Defender,Y. Hiraoka,64,K. Oiwa,64,0
Vegalta Sendai,Midfielder,H. Okuno,66,Y. Nakano,66,0
Vegalta Sendai,Attacker,M. Havenaar,69,Ramon Lopes,67,2
Crawley Town,Goalkeeper,G. Morris,63,Y. Mersin,56,7
Crawley Town,Defender,R. Vincelot,69,M. Connolly,65,4
Crawley Town,Midfielder,F. Morais,65,G. Francomb,64,1
Crawley Town,Attacker,D. Poleon,65,O. Palmer,62,3
FC Admira Wacker Mödling,Goalkeeper,A. Leitner,68,M. Kuttin,64,4
FC Admira Wacker Mödling,Defender,B. Thoelke,68,F. Strauss,66,2
FC Admira Wacker Mödling,Midfielder,D. Toth,69,D. Starkl,66,3
FC Admira Wacker Mödling,Attacker,S. Bakış,66,M. Jakoliš,65,1
Vålerenga Fotball,Goalkeeper,A. Kwarasey,69,K. Klaesson,55,14
Vålerenga Fotball,Defender,J. Nation,67,A. Nouri,67,0
Vålerenga Fotball,Midfielder,A. Ibrahim,67,M. Lekven,67,0
Vålerenga Fotball,Attacker,S. Johnson,68,P. Michael,61,7
Dundee FC,Goalkeeper,J. Hamilton,64,E. Parish,63,1
Dundee FC,Defender,J. Meekings,66,A. Boyle,66,0
Dundee FC,Midfielder,G. Kamara,67,P. McGowan,66,1
Dundee FC,Attacker,K. Miller,69,J. Mendy,64,5
Portsmouth,Goalkeeper,C. MacGillivray,66,L. McGee,64,2
Portsmouth,Defender,M. Clarke,69,J. Whatmough,67,2
Portsmouth,Midfielder,A. Green,68,B. Thompson,67,1
Portsmouth,Attacker,J. Lowe,69,B. Pitman,69,0
Envigado FC,Goalkeeper,J. Martínez,64,S. Londoño,64,0
Envigado FC,Defender,C. Arrieta,69,C. Mancilla,65,4
Envigado FC,Midfielder,G. Saunders,67,D. Vergara,67,0
Envigado FC,Attacker,A. Zapata,67,W. de la Rosa,63,4
Miedź Legnica,Goalkeeper,A. Kanibolotskyi,63,L. Sapela,62,1
Miedź Legnica,Defender,A. Miljković,68,T. Božić,65,3
Miedź Legnica,Midfielder,Omar Santana,65,Juan Cámara,65,0
Miedź Legnica,Attacker,P. Forsell,69,M. Szczepaniak,66,3
Odds BK,Goalkeeper,S. Rossbach,69,V. Myhra,61,8
Odds BK,Defender,E. Ruud,69,S. Hagen,69,0
Odds BK,Midfielder,J. Samuelsen,67,V. Hoff,67,0
Odds BK,Attacker,E. Rashani,68,T. Børven,65,3
SC Fortuna Köln,Goalkeeper,N. Rehnen,63,A. Poggenborg,60,3
SC Fortuna Köln,Defender,S. Ruprecht,68,B. Uaferro,64,4
SC Fortuna Köln,Midfielder,K. Andersen,66,R. Scheu,65,1
SC Fortuna Köln,Attacker,M. Hartmann,69,M. Exslager,64,5
US Orléans Loiret Football,Goalkeeper,G. Gallon,66,T. Renault,66,0
US Orléans Loiret Football,Defender,C. Cambon,67,P. Bouby,67,0
US Orléans Loiret Football,Midfielder,K. Ziani,69,O. Cissokho,66,3
US Orléans Loiret Football,Attacker,A. Le Tallec,66,G. Perrin,64,2
Sarpsborg 08 FF,Goalkeeper,A. Vasyutin,68,A. Falch,62,6
Sarpsborg 08 FF,Defender,J. Jørgensen,67,J. Thomassen,67,0
Sarpsborg 08 FF,Midfielder,K. Zachariassen,69,H. Singh,67,2
Sarpsborg 08 FF,Attacker,P. Mortensen,67,R. Schwartz,66,1
Jaguares de Córdoba,Goalkeeper,J. Escobar,63,W. Mosquera,61,2
Jaguares de Córdoba,Defender,J. Zuluaga,67,L. Escorcia,66,1
Jaguares de Córdoba,Midfielder,P. Rojas,68,C. Alzáte,68,0
Jaguares de Córdoba,Attacker,Rafhael Lucas,63,J. Vogliotti,61,2
Bradford City,Goalkeeper,R. O'Donnell,64,B. Wilson,60,4
Bradford City,Defender,A. O'Connor,68,R. McGowan,67,1
Bradford City,Midfielder,J. Payne,68,S. Scannell,66,2
Bradford City,Attacker,E. Doyle,64,A. Jones,64,0
Accrington Stanley,Goalkeeper,C. Ripley,68,J. Maxted,59,9
Accrington Stanley,Defender,M. Ihiekwe,66,M. Hughes,66,0
Accrington Stanley,Midfielder,S. McConville,66,S. Conneely,65,1
Accrington Stanley,Attacker,B. Kee,68,A. Mangan,62,6
St. Johnstone FC,Goalkeeper,Z. Clark,66,C. Mitchell,59,7
St. Johnstone FC,Defender,J. Shaughnessy,68,B. Easton,66,2
St. Johnstone FC,Midfielder,M. Davidson,68,D. Swanson,67,1
St. Johnstone FC,Attacker,T. Watt,68,M. Kennedy,65,3
Boyacá Chicó FC,Goalkeeper,S. Avellaneda,65,R. Caicedo,56,9
Boyacá Chicó FC,Defender,J. Duque,65,F. García,64,1
Boyacá Chicó FC,Midfielder,J. Vela,66,F. Ponce,65,1
Boyacá Chicó FC,Attacker,D. Valdés,68,O. Rodas,62,6
Luton Town,Goalkeeper,M. Štěch,66,J. Shea,62,4
Luton Town,Defender,S. Bradley,67,M. Pearson,66,1
Luton Town,Midfielder,J. Grant,68,K. LuaLua,68,0
Luton Town,Attacker,D. Hylton,68,J. Collins,68,0
SV Mattersburg,Goalkeeper,M. Kuster,68,T. Casali,61,7
SV Mattersburg,Defender,César Ortiz,65,N. Malić,64,1
SV Mattersburg,Midfielder,Jano,66,M. Perlak,66,0
SV Mattersburg,Attacker,M. Pušić,67,A. Gruber,65,2
Kristiansund BK,Goalkeeper,S. McDermott,68,A. Vaikla,62,6
Kristiansund BK,Defender,D. Ulvestad,68,A. Coly,65,3
Kristiansund BK,Midfielder,T. Gjertsen,68,L. Kalludra,63,5
Kristiansund BK,Attacker,F. Kastrati,64,K. Alexandersson,59,5
Sangju Sangmu FC,Goalkeeper,Yoon Bo Sang,68,Kwon Tae Ahn,59,9
Sangju Sangmu FC,Defender,Park Dae Han,65,Ko Tae Won,63,2
Sangju Sangmu FC,Midfielder,Kim Min Woo,65,Yoon Bit Garam,65,0
Sangju Sangmu FC,Attacker,Kim Gun Hee,63,Kim Kyung Jung,62,1
Rochdale,Goalkeeper,J. Lillis,64,B. Moore,60,4
Rochdale,Defender,J. Rafferty,66,H. McGahey,66,0
Rochdale,Midfielder,Z. Clough,68,I. Henderson,67,1
Rochdale,Attacker,A. Wilbraham,63,C. Andrew,63,0
Walsall,Goalkeeper,L. Roberts,66,C. Dunn,59,7
Walsall,Defender,R. Martin,68,J. Guthrie,67,1
Walsall,Midfielder,G. Dobson,68,Z. Ismail,67,1
Walsall,Attacker,M. Ferrier,65,A. Cook,65,0
Korona Kielce,Goalkeeper,M. Miśkiewicz,63,M. Hamrol,59,4
Korona Kielce,Defender,B. Rymaniak,67,K. Kallaste,66,1
Korona Kielce,Midfielder,M. Możdżeń,68,M. Pučko,67,1
Korona Kielce,Attacker,E. Soriano,67,F. Brown Forbes,61,6
Shonan Bellmare,Goalkeeper,Y. Akimoto,66,D. Tomii,56,10
Shonan Bellmare,Defender,André Bahia,67,T. Okamoto,63,4
Shonan Bellmare,Midfielder,M. Mikić,66,S. Fujita,65,1
Shonan Bellmare,Attacker,Lee Jeong Hyeop,68,T. Umesaki,66,2
FC Würzburger Kickers,Goalkeeper,P. Drewes,65,L. Bätge,60,5
FC Würzburger Kickers,Defender,D. Hägele,68,S. Schuppan,68,0
FC Würzburger Kickers,Midfielder,S. Skarlatidis,67,D. Mast,66,1
FC Würzburger Kickers,Attacker,O. Ademi,65,D. Baumann,65,0
FSV Zwickau,Goalkeeper,J. Brinkies,68,M. Kamenz,59,9
FSV Zwickau,Defender,T. Wachsmuth,67,N. Antonitsch,66,1
FSV Zwickau,Midfielder,M. Schröter,66,R. Lange,66,0
FSV Zwickau,Attacker,R. König,65,L. Lauberbach,61,4
St. Mirren,Goalkeeper,D. Rogers,61,D. Lyness,57,4
St. Mirren,Defender,A. Ferdinand,65,L. Hodson,63,2
St. Mirren,Midfielder,C. Smith,64,R. Flynn,63,1
St. Mirren,Attacker,A. Hammill,68,D. Mullen,62,6
AC Horsens,Goalkeeper,M. Delač,66,K. Mendoza,56,10
AC Horsens,Defender,M. Lumb,67,S. Reese,64,3
AC Horsens,Midfielder,S. Heltne Nilsen,68,H. Hansson,67,1
AC Horsens,Attacker,K. Junker,62,O. Drost,59,3
Esbjerg fB,Goalkeeper,J. Højbjerg,67,J. Jensen,57,10
Esbjerg fB,Defender,R. Austin,66,M. Halsti,64,2
Esbjerg fB,Midfielder,A. Tighadouini,68,L. Parunashvili,67,1
Esbjerg fB,Attacker,A. Petre,64,E. Oti Essigba,64,0
HJK Helsinki,Goalkeeper,M. Uusitalo,61,M. Rudakov,58,3
HJK Helsinki,Defender,Rafinha,68,H. Patronen,66,2
HJK Helsinki,Midfielder,M. Yaghoubi,66,A. Annan,65,1
HJK Helsinki,Attacker,R. Riski,66,N. Alho,63,3
Southend United,Goalkeeper,M. Oxley,66,T. Smith,61,5
Southend United,Defender,J. Demetriou,67,M. Turner,67,0
Southend United,Midfielder,M. Kightly,68,S. McLaughlin,67,1
Southend United,Attacker,S. Cox,65,T. Hopper,65,0
Bristol Rovers,Goalkeeper,A. Smith,63,J. Bonham,61,2
Bristol Rovers,Defender,T. Lockyer,68,T. Craig,65,3
Bristol Rovers,Midfielder,L. Sercombe,67,C. Lines,66,1
Bristol Rovers,Attacker,S. Payne,65,G. Reilly,60,5
Hamilton Academical FC,Goalkeeper,J. Mucha,63,G. Woods,62,1
Hamilton Academical FC,Defender,M. Kilgallon,68,Z. Gordon,64,4
Hamilton Academical FC,Midfielder,D. Imrie,61,T. Taiwo,61,0
Hamilton Academical FC,Attacker,F. Brustad,65,M. Ogkmpoe,56,9
TSV 1860 München,Goalkeeper,H. Bonmann,63,M. Hiller,62,1
TSV 1860 München,Defender,S. Lorenz,64,F. Weber,63,1
TSV 1860 München,Midfielder,Q. Moll,66,P. Steinhart,66,0
TSV 1860 München,Attacker,A. Grimaldi,68,S. Lex,67,1
Curicó Unido,Goalkeeper,J. Deschamps,65,L. Santelices,64,1
Curicó Unido,Defender,D. Díaz,68,E. Godoy,66,2
Curicó Unido,Midfielder,C. Espinosa,67,N. Gauna,66,1
Curicó Unido,Attacker,G. Vargas,68,M. Quiroga,64,4
SCR Altach,Goalkeeper,M. Kobras,66,A. Lukse,66,0
SCR Altach,Defender,B. Zech,68,P. Netzer,67,1
SCR Altach,Midfielder,S. Nutz,66,C. Gebauer,66,0
SCR Altach,Attacker,J. Gatt,66,J. Aigner,64,2
Ranheim Fotball,Goalkeeper,E. Barli,66,M. Lenes,57,9
Ranheim Fotball,Defender,A. Witry,66,D. Kvande,64,2
Ranheim Fotball,Midfielder,M. Reginiussen,68,K. Løkberg,67,1
